Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 108 | Value 3 of Node 1 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 109 | Value 4 of Node 1 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 110 | Value 5 of Node 1 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 111 | Value 6 of Node 1 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 112 | Value 0 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 113 | Value 1 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 114 | Value 2 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 115 | Value 3 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 116 | Value 4 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 117 | Value 5 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 118 | Value 6 of Node 2 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 496 | Value 0 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 497 | Value 1 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 498 | Value 2 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 499 | Value 3 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 500 | Value 4 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 501 | Value 5 of Node 3 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 317 | Value 0 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 318 | Value 1 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 319 | Value 2 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 320 | Value 3 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 321 | Value 4 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 322 | Value 5 of Node 4 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 634 | Value 0 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 635 | Value 1 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 636 | Value 2 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 637 | Value 3 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 638 | Value 4 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 639 | Value 5 of Node 5 in Element25 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 112 | Value 0 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 113 | Value 1 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 114 | Value 2 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 115 | Value 3 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 116 | Value 4 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 117 | Value 5 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 118 | Value 6 of Node 0 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 146 | Value 0 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 147 | Value 1 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 148 | Value 2 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 149 | Value 3 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 150 | Value 4 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 151 | Value 5 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 152 | Value 6 of Node 1 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 140 | Value 0 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 141 | Value 1 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 142 | Value 3 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 143 | Value 4 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 144 | Value 5 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 145 | Value 6 of Node 2 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 502 | Value 0 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 503 | Value 1 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 504 | Value 2 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 505 | Value 3 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 506 | Value 4 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 507 | Value 5 of Node 3 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 347 | Value 0 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 348 | Value 1 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 349 | Value 2 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 350 | Value 3 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 351 | Value 4 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 352 | Value 5 of Node 4 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 634 | Value 0 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 635 | Value 1 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 636 | Value 2 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 637 | Value 3 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 638 | Value 4 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 639 | Value 5 of Node 5 in Element26 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 0 | Value 0 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 1 | Value 1 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 2 | Value 2 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 3 | Value 3 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 4 | Value 4 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 5 | Value 5 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 6 | Value 6 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 7 | Value 7 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 8 | Value 8 of Node 0 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 119 | Value 0 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 120 | Value 1 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 121 | Value 2 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 122 | Value 3 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 123 | Value 4 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 124 | Value 5 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 125 | Value 6 of Node 1 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 153 | Value 0 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 154 | Value 1 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 155 | Value 2 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 156 | Value 3 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 157 | Value 4 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 158 | Value 5 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 159 | Value 6 of Node 2 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 323 | Value 0 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 324 | Value 1 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 325 | Value 2 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 326 | Value 3 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 327 | Value 4 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 328 | Value 5 of Node 3 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 508 | Value 0 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 509 | Value 1 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 510 | Value 2 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 511 | Value 3 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 512 | Value 4 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 513 | Value 5 of Node 4 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 353 | Value 0 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 354 | Value 1 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 355 | Value 2 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 356 | Value 3 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 357 | Value 4 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 358 | Value 5 of Node 5 in Element27 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 153 | Value 0 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 154 | Value 1 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 155 | Value 2 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 156 | Value 3 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 157 | Value 4 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 158 | Value 5 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 159 | Value 6 of Node 0 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 119 | Value 0 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 120 | Value 1 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 121 | Value 2 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 122 | Value 3 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 123 | Value 4 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 124 | Value 5 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 125 | Value 6 of Node 1 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 126 | Value 0 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 127 | Value 1 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 128 | Value 2 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 129 | Value 3 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 130 | Value 4 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 131 | Value 5 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 132 | Value 6 of Node 2 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 508 | Value 0 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 509 | Value 1 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 510 | Value 2 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 511 | Value 3 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 512 | Value 4 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 513 | Value 5 of Node 3 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 329 | Value 0 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 330 | Value 1 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 331 | Value 2 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 3 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 333 | Value 4 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 334 | Value 5 of Node 4 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 640 | Value 0 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 641 | Value 1 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 642 | Value 2 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 643 | Value 3 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 644 | Value 4 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 645 | Value 5 of Node 5 in Element28 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 688 | Value 0 of External Data 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 126 | Value 0 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 127 | Value 1 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 128 | Value 2 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 129 | Value 3 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 130 | Value 4 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 131 | Value 5 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 132 | Value 6 of Node 0 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 160 | Value 0 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 161 | Value 1 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 162 | Value 2 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 163 | Value 3 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 164 | Value 4 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 165 | Value 5 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 166 | Value 6 of Node 1 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 153 | Value 0 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 154 | Value 1 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 155 | Value 2 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 156 | Value 3 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 157 | Value 4 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 158 | Value 5 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 159 | Value 6 of Node 2 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 514 | Value 0 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 515 | Value 1 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 516 | Value 2 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 517 | Value 3 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 518 | Value 4 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 519 | Value 5 of Node 3 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 359 | Value 0 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 360 | Value 1 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 361 | Value 2 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 362 | Value 3 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 363 | Value 4 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 364 | Value 5 of Node 4 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 640 | Value 0 of Node 5 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 641 | Value 1 of Node 5 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 642 | Value 2 of Node 5 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 643 | Value 3 of Node 5 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 644 | Value 4 of Node 5 in Element29 [N5oomph33SingularAxisymNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
