Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 246 | Value 3 of Node 4 in Element9 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 234 | Value 0 of Node 5 in Element9 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 235 | Value 1 of Node 5 in Element9 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 236 | Value 2 of Node 5 in Element9 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 237 | Value 3 of Node 5 in Element9 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 0 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 0 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 3 of Node 0 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 4 of Node 0 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 49 | Value 0 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 50 | Value 1 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 51 | Value 2 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 52 | Value 3 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 53 | Value 4 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 54 | Value 5 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 55 | Value 6 of Node 1 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 37 | Value 0 of Node 2 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 38 | Value 1 of Node 2 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 39 | Value 2 of Node 2 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 40 | Value 3 of Node 2 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 41 | Value 4 of Node 2 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 247 | Value 0 of Node 3 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 248 | Value 1 of Node 3 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 249 | Value 2 of Node 3 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 250 | Value 3 of Node 3 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 189 | Value 0 of Node 4 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 190 | Value 1 of Node 4 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 191 | Value 2 of Node 4 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 192 | Value 3 of Node 4 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 251 | Value 0 of Node 5 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 252 | Value 1 of Node 5 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 253 | Value 2 of Node 5 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 254 | Value 3 of Node 5 in Element10 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 49 | Value 0 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 50 | Value 1 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 51 | Value 2 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 52 | Value 3 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 53 | Value 4 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 54 | Value 5 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 55 | Value 6 of Node 0 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 1 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 1 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 3 of Node 1 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 4 of Node 1 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 70 | Value 0 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 71 | Value 1 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 72 | Value 2 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 73 | Value 3 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 74 | Value 4 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 75 | Value 5 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 76 | Value 6 of Node 2 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 247 | Value 0 of Node 3 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 248 | Value 1 of Node 3 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 249 | Value 2 of Node 3 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 250 | Value 3 of Node 3 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 209 | Value 0 of Node 4 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 210 | Value 1 of Node 4 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 211 | Value 2 of Node 4 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 212 | Value 3 of Node 4 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 255 | Value 0 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 256 | Value 1 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 257 | Value 2 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 258 | Value 3 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 259 | Value 4 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 260 | Value 5 of Node 5 in Element11 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 0 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 0 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 3 of Node 0 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 4 of Node 0 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 104 | Value 0 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 105 | Value 1 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 106 | Value 2 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 107 | Value 3 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 108 | Value 4 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 109 | Value 5 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 110 | Value 6 of Node 1 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 63 | Value 0 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 64 | Value 1 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 65 | Value 2 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 66 | Value 3 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 67 | Value 4 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 68 | Value 5 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 69 | Value 6 of Node 2 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 261 | Value 0 of Node 3 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 262 | Value 1 of Node 3 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 263 | Value 2 of Node 3 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 264 | Value 3 of Node 3 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 265 | Value 0 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 266 | Value 1 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 267 | Value 2 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 268 | Value 3 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 269 | Value 4 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 270 | Value 5 of Node 4 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 213 | Value 0 of Node 5 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 214 | Value 1 of Node 5 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 215 | Value 2 of Node 5 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 216 | Value 3 of Node 5 in Element12 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 93 | Value 0 of Node 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 94 | Value 1 of Node 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 95 | Value 2 of Node 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 96 | Value 3 of Node 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 97 | Value 4 of Node 0 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 111 | Value 0 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 112 | Value 1 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 113 | Value 2 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 114 | Value 3 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 115 | Value 4 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 116 | Value 5 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 117 | Value 6 of Node 1 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 104 | Value 0 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 105 | Value 1 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 106 | Value 2 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 107 | Value 3 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 108 | Value 4 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 109 | Value 5 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 110 | Value 6 of Node 2 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 271 | Value 0 of Node 3 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 272 | Value 1 of Node 3 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 273 | Value 2 of Node 3 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 274 | Value 3 of Node 3 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 275 | Value 0 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 276 | Value 1 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 277 | Value 2 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 278 | Value 3 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 279 | Value 4 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 280 | Value 5 of Node 4 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 281 | Value 0 of Node 5 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 282 | Value 1 of Node 5 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 283 | Value 2 of Node 5 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 284 | Value 3 of Node 5 in Element13 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 0 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 0 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 3 of Node 0 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 4 of Node 0 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 37 | Value 0 of Node 1 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 38 | Value 1 of Node 1 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 39 | Value 2 of Node 1 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 40 | Value 3 of Node 1 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 41 | Value 4 of Node 1 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 19 | Value 0 of Node 2 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 20 | Value 1 of Node 2 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 21 | Value 2 of Node 2 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 22 | Value 3 of Node 2 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 23 | Value 4 of Node 2 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 251 | Value 0 of Node 3 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 252 | Value 1 of Node 3 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 253 | Value 2 of Node 3 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 254 | Value 3 of Node 3 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 161 | Value 0 of Node 4 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 162 | Value 1 of Node 4 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 163 | Value 2 of Node 4 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 164 | Value 3 of Node 4 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 285 | Value 0 of Node 5 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 286 | Value 1 of Node 5 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 287 | Value 2 of Node 5 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 288 | Value 3 of Node 5 in Element14 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 77 | Value 0 of Node 0 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 78 | Value 1 of Node 0 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 79 | Value 3 of Node 0 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 80 | Value 4 of Node 0 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 93 | Value 0 of Node 1 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 94 | Value 1 of Node 1 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 95 | Value 2 of Node 1 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 96 | Value 3 of Node 1 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 97 | Value 4 of Node 1 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 104 | Value 0 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 105 | Value 1 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 106 | Value 2 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 107 | Value 3 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 108 | Value 4 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 109 | Value 5 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 110 | Value 6 of Node 2 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 289 | Value 0 of Node 3 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 290 | Value 1 of Node 3 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 291 | Value 2 of Node 3 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 292 | Value 3 of Node 3 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 281 | Value 0 of Node 4 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 282 | Value 1 of Node 4 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 283 | Value 2 of Node 4 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 284 | Value 3 of Node 4 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 261 | Value 0 of Node 5 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 262 | Value 1 of Node 5 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 263 | Value 2 of Node 5 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 264 | Value 3 of Node 5 in Element15 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 332 | Value 0 of External Data 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 93 | Value 0 of Node 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 94 | Value 1 of Node 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 95 | Value 2 of Node 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 96 | Value 3 of Node 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 97 | Value 4 of Node 0 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 87 | Value 0 of Node 1 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 88 | Value 1 of Node 1 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 89 | Value 2 of Node 1 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
Eqn: 90 | Value 3 of Node 1 in Element16 [N5oomph27SingularNavierStokesElementINS_9MyElementEEE]  in Sub-Mesh 0.
