Although this program will describe the degrees of freedom in the 
problem, it will do so using the typedef for the elements. This is 
not neccesarily human readable, but there is a solution.
Pipe your program's output through c++filt, with the argument -t.
e.g. "./two_d_multi_poisson | c++filt -t > ReadableOutput.txt".
 (Disregarding the quotes)


Classifying Global Equation Numbers
--------------------------------------------------------------------------------
Eqn: 150 | Value 2 of Node 1 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 151 | Value 3 of Node 1 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 152 | Value 4 of Node 1 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 24 | Value 0 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 25 | Value 1 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 26 | Value 2 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 27 | Value 3 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 28 | Value 4 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 29 | Value 5 of Node 2 in Element0 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 98 | Value 0 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 99 | Value 1 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 100 | Value 2 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 101 | Value 3 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 102 | Value 4 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 103 | Value 5 of Node 0 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 238 | Value 0 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 239 | Value 1 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 240 | Value 2 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 241 | Value 3 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 242 | Value 4 of Node 1 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 24 | Value 0 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 25 | Value 1 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 26 | Value 2 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 27 | Value 3 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 28 | Value 4 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 29 | Value 5 of Node 2 in Element1 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 98 | Value 0 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 99 | Value 1 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 100 | Value 2 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 101 | Value 3 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 102 | Value 4 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 103 | Value 5 of Node 0 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 322 | Value 0 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 323 | Value 1 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 324 | Value 2 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 325 | Value 3 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 326 | Value 4 of Node 1 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 124 | Value 0 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 125 | Value 1 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 126 | Value 2 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 127 | Value 3 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 128 | Value 4 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 129 | Value 5 of Node 2 in Element2 [N5oomph28ImposeImpenetrabilityElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 2.
Eqn: 130 | Value 0 of External Data 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 131 | Value 1 of External Data 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 132 | Value 2 of External Data 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 133 | Value 3 of External Data 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 7 | Value 0 of External Data 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 8 | Value 1 of External Data 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 9 | Value 2 of External Data 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 10 | Value 3 of External Data 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 11 | Value 4 of External Data 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 134 | Value 0 of External Data 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 135 | Value 1 of External Data 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 136 | Value 2 of External Data 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 137 | Value 3 of External Data 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 12 | Value 0 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 13 | Value 1 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 14 | Value 2 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 15 | Value 3 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 16 | Value 4 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 17 | Value 5 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 18 | Value 6 of Node 0 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 138 | Value 0 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 139 | Value 1 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 140 | Value 2 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 141 | Value 3 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 142 | Value 4 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 143 | Value 5 of Node 1 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 0 | Value 0 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 1 | Value 1 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 2 | Value 2 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 3 | Value 3 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 4 | Value 4 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 5 | Value 5 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 6 | Value 6 of Node 2 in Element0 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 7 | Value 0 of External Data 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 8 | Value 1 of External Data 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 9 | Value 2 of External Data 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 10 | Value 3 of External Data 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 11 | Value 4 of External Data 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 134 | Value 0 of External Data 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 135 | Value 1 of External Data 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 136 | Value 2 of External Data 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 137 | Value 3 of External Data 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 169 | Value 0 of External Data 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 170 | Value 1 of External Data 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 171 | Value 2 of External Data 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 172 | Value 3 of External Data 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 12 | Value 0 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 13 | Value 1 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 14 | Value 2 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 15 | Value 3 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 16 | Value 4 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 17 | Value 5 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 18 | Value 6 of Node 0 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 173 | Value 0 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 174 | Value 1 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 175 | Value 2 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 176 | Value 3 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 177 | Value 4 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 178 | Value 5 of Node 1 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 42 | Value 0 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 43 | Value 1 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 44 | Value 2 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 45 | Value 3 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 46 | Value 4 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 47 | Value 5 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 48 | Value 6 of Node 2 in Element1 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 37 | Value 0 of External Data 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 38 | Value 1 of External Data 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 39 | Value 2 of External Data 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 40 | Value 3 of External Data 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 41 | Value 4 of External Data 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 185 | Value 0 of External Data 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 186 | Value 1 of External Data 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 187 | Value 2 of External Data 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 188 | Value 3 of External Data 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 189 | Value 0 of External Data 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 190 | Value 1 of External Data 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 191 | Value 2 of External Data 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 192 | Value 3 of External Data 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 49 | Value 0 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 50 | Value 1 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 51 | Value 2 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 52 | Value 3 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 53 | Value 4 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 54 | Value 5 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 55 | Value 6 of Node 0 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 179 | Value 0 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 180 | Value 1 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 181 | Value 2 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 182 | Value 3 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 183 | Value 4 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 184 | Value 5 of Node 1 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 56 | Value 0 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 57 | Value 1 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 58 | Value 2 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 59 | Value 3 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 60 | Value 4 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 61 | Value 5 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 62 | Value 6 of Node 2 in Element2 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 37 | Value 0 of External Data 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 38 | Value 1 of External Data 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 39 | Value 2 of External Data 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 40 | Value 3 of External Data 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 41 | Value 4 of External Data 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 185 | Value 0 of External Data 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 186 | Value 1 of External Data 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 187 | Value 2 of External Data 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 188 | Value 3 of External Data 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 199 | Value 0 of External Data 2 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 200 | Value 1 of External Data 2 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 201 | Value 2 of External Data 2 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 202 | Value 3 of External Data 2 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 56 | Value 0 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 57 | Value 1 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 58 | Value 2 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 59 | Value 3 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 60 | Value 4 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 61 | Value 5 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 62 | Value 6 of Node 0 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 193 | Value 0 of Node 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
Eqn: 194 | Value 1 of Node 1 in Element3 [N5oomph15FarFieldElementINS_27SingularNavierStokesElementINS_9MyElementEEEEE]  in Sub-Mesh 3.
